M3,M4,M5,M6,M7
1.045042193,1.721751928,1.305713541,1.097589415,1.076105857
0.92747127,1.697781882,1.305713541,0.996790675,1.076105857
0.93091557,1.584875239,1.210498084,0.996790675,1.076105857
1.074340597,1.454291127,1.171588451,1.033490397,0.941723447
1.074340597,1.428170016,1.085331818,1.141192061,0.973985859
0.990489632,1.51221102,1.085331818,1.130527117,0.96956112
1.074088705,1.587005115,0.976202102,1.277985681,0.975836226
1.097692227,1.688904892,1.091297598,1.21153388,1.149756657
0.972608787,1.654609355,1.109885824,1.273499718,1.272562019
0.874658605,1.573390367,1.109885824,1.297858962,1.272562019
0.937516087,1.623156807,1.094666581,1.266192595,1.264245597
0.965683703,1.728781246,1.179836216,1.266192595,1.22252342
0.965683703,1.547176479,1.293693569,1.020282812,1.571318846
0.975163193,1.672858988,1.463578026,0.916996003,1.528152598
1.052861752,1.638408186,1.475346379,0.918240329,1.528152598
1.19844349,1.678996689,1.475346379,0.993533696,1.434293025
1.1877576,1.735544045,1.576676881,1.125299561,1.533849669
1.1877576,1.907788758,1.613231299,1.185387051,1.533849669
1.169104715,1.971342404,1.719205167,1.06256684,1.456807709
1.030541278,1.92467085,1.668434086,1.070857095,1.637387066
0.96741644,1.905973229,1.728678815,1.099252392,1.698370753
1.126252465,1.806487338,1.656885799,1.11002318,1.515156777
1.060763976,1.665284452,1.529595362,0.907713526,1.579460789
1.034096577,1.729489154,1.536012666,0.997475002,1.507699353
1.034096577,1.784124678,1.536012666,0.996617608,1.345645671
1.202322639,1.766252389,1.53513539,1.11082039,1.345443145
1.202322639,1.66787332,1.587354625,1.117415682,1.377963728
1.202322639,1.614489625,1.629298581,1.043678584,1.392495803
1.042134497,1.614489625,1.680322871,1.019163335,1.392495803
1.071752958,1.595984252,1.597733215,1.306257228,1.322087012
1.058225066,1.638962216,1.570408342,1.254305821,1.320239928
1.0926742,1.684337298,1.565219761,1.093650213,1.23054934
1.0926742,1.602581012,1.468886781,1.215118107,1.188399497
0.900712706,1.575739905,1.496724086,1.133117459,1.213981123
0.823658211,1.455988027,1.523536244,1.190566313,1.18494019
0.74267589,1.503554502,1.625125936,1.338429021,1.378909637
0.919152457,1.503554502,1.521159066,1.382727773,1.363524258
1.088985387,1.473541694,1.443091113,1.45880116,1.415239498
1.168720519,1.666204084,1.445662778,1.440330634,1.408375833
1.080373591,1.666204084,1.401034073,1.520608945,1.292397433
1.105252525,1.64319418,1.507739319,1.513640232,1.100812094
1.080340378,1.668242246,1.544094387,1.513640232,0.994026439
1.094301174,1.707073534,1.48990106,1.570747636,1.12461562
1.237153452,1.569823254,1.538378034,1.510556546,1.339417819
1.045161936,1.589195797,1.483718864,1.332870425,1.310125797
1.017587412,1.623341838,1.459901618,1.409472847,1.296433341
1.143231737,1.596778351,1.513486072,1.409472847,1.424356452
1.058524677,1.527672372,1.454529824,1.37563755,1.410169297
1.033916437,1.602259591,1.460763087,1.271406725,1.572921977
1.06678052,1.510762379,1.304562981,1.186548431,1.50618749
1.06678052,1.441821028,1.442007634,1.236258557,1.358483203
1.187468621,1.450003211,1.423073171,1.23558752,1.267482887
1.1806726,1.397532124,1.478975738,1.312167263,1.287418548
1.160804653,1.454948505,1.372123837,1.247180978,1.233931433
1.116411518,1.325377704,1.406694338,1.275554029,1.146988264
1.116411518,1.360271129,1.317555432,1.270382916,1.038350164
1.090402941,1.464540808,1.322904144,1.26815591,1.032208965
1.036828084,1.35916045,1.199046789,1.313979257,1.057721256
1.140671485,1.383215096,1.312024148,1.069440405,1.117017201
1.117941695,1.336852513,1.313800488,1.007752255,1.127748843
0.979577579,1.336852513,1.207453595,1.097434098,1.0234786
1.119343316,1.243431696,1.346219666,1.090861718,0.954893847
0.966193142,1.280283297,1.288703536,1.037681006,0.909266927
0.864854015,1.331488854,1.240910583,0.975532362,0.98747852
0.863858557,1.331488854,1.343791523,0.975532362,0.947232304
0.878593776,1.277014754,1.392575165,0.995894767,1.005696993
0.882949146,1.400960597,1.549145138,0.995894767,0.972101553
0.765448256,1.400960597,1.652794785,0.986194396,0.972101553
0.785070173,1.483668588,1.485004862,0.986194396,0.970248351
0.785070173,1.530666257,1.530782596,1.045536539,0.970248351
0.93907094,1.337350291,1.53373603,1.067166448,0.957947383
0.737458701,1.26948851,1.500822147,0.926008666,0.924401645
0.789199966,1.150657763,1.42606183,0.926008666,0.930352424
0.704124278,1.094516826,1.42606183,0.910696385,0.937241559
0.733275683,1.162304936,1.264362288,0.906448342,1.021232084
0.631089115,1.291015768,1.291375561,0.906448342,1.065393555
0.631089115,1.293722354,1.38789235,0.890027851,1.02481547
0.631089115,1.411204221,1.135656985,0.923069989,0.84573243
0.544155757,1.422892132,1.183016727,0.804148666,0.834296066
0.544155757,1.535034598,1.156880535,0.775884385,0.944030145
0.645918315,1.577008617,1.006400778,0.81579923,1.044415324
0.686458024,1.512846147,1.062105259,0.815729641,1.029347894
0.711380114,1.429449424,1.084119261,0.815729641,0.969894693
0.688656173,1.364309647,1.056951343,0.815729641,0.956052625
0.631737601,1.420167182,1.056951343,0.917477305,0.926196958
0.696440776,1.32078826,1.12214719,0.918315134,0.940955894
0.75602136,1.473533014,1.12214719,1.029633792,0.844524902
0.769211781,1.623469406,1.039430583,1.138666269,0.844653352
0.815714236,1.623469406,1.039430583,1.082794851,0.844653352
0.935541885,1.648653105,1.067103894,1.082794851,0.73144117
0.987087712,1.630482933,1.067103894,1.094012461,0.736204789
0.868638578,1.433976545,1.067103894,1.060927236,0.790784492
0.82447074,1.442045758,1.067103894,1.060927236,0.815535848
0.808011904,1.488979663,1.008040577,0.981278275,0.815535848
0.797358327,1.506999253,1.008040577,0.91809714,0.726042692
0.797358327,1.618101954,1.063874458,0.91809714,0.746474133
0.850492402,1.588691931,1.128511411,0.91809714,0.748387654
0.862689286,1.625407927,0.977782368,1.057958196,0.748387654
0.820106285,1.51359038,0.977782368,1.057958196,1.09217208
0.820106285,1.521159022,1.064327974,1.066803388,1.116219291
0.738955845,1.546401564,1.067126832,1.162254801,1.101558849
0.807700568,1.437506935,1.305755429,1.334838135,1.10038921
0.807700568,1.444445998,1.299325903,1.276296848,1.035824972
0.885783319,1.391775075,1.311062578,1.304684317,1.035824972
0.844774074,1.25986361,1.362320903,1.454273068,1.035824972
0.998494142,1.18893136,1.32026368,1.356716948,1.170518195
0.988540035,1.18893136,1.36071073,1.331841626,1.133607063
1.014958332,1.030150663,1.461420036,1.413612434,1.209149798
1.106061566,1.103667509,1.55887663,1.49582231,1.348308732
1.218665232,1.216903926,1.517848184,1.484575415,1.183690468
1.142887639,1.224514597,1.60409445,1.424117659,1.092613661
1.174214522,1.264841112,1.551220282,1.424117659,1.039498278
1.13055147,1.284016446,1.538994619,1.436763564,0.960864529
1.076431135,1.292009968,1.630488386,1.491798868,0.960864529
1.034326239,1.319274436,1.630488386,1.423278905,0.969235756
0.903575403,1.355680699,1.730829364,1.410825839,0.969235756
1.107095852,1.278407327,1.604121594,1.43000625,0.969235756
1.031435183,1.204132205,1.750711187,1.292859334,1.110907388
0.971886692,1.204132205,1.642268895,1.30089361,0.999066341
0.969340123,1.304842026,1.528586734,1.295581699,1.07768655
1.016813573,1.226788483,1.520885421,1.30091422,1.100055796
1.009411946,1.212856021,1.552047172,1.326968311,1.100297824
0.975945823,1.212856021,1.481757712,1.28624532,1.123739282
0.975945823,1.281216244,1.300182063,1.182877216,0.955988975
1.028317974,1.29362488,1.300182063,1.041191237,0.830977882
1.028317974,1.218435148,1.300182063,1.061181914,0.830977882
1.034501139,1.218435148,1.35226045,0.922786743,0.828569698
0.969783302,1.124982201,1.232833261,1.169552628,1.003050604
0.753851934,1.124982201,1.236033866,1.156951541,1.103864624
0.765794595,1.02813095,1.221717153,1.097166728,1.215405631
0.798156154,1.037706806,1.145879535,1.131443494,1.148929828
0.765379284,1.181500617,1.147097683,1.251064929,1.043107175
0.860402948,1.021681742,1.186645997,1.264345253,1.01451417
0.997235958,1.166084274,1.149470576,1.246635954,1.059456063
0.997235958,1.119815639,0.94068239,1.244075371,1.070262366
0.976385932,1.133734395,0.94068239,1.224823506,1.070262366
1.093186868,1.159691113,1.073016743,1.194711067,1.17592745
1.118073754,1.159691113,1.182524949,1.368765788,1.187225663
1.053473991,1.070799808,1.1514104,1.451662665,1.153001789
0.956138925,1.070799808,1.027862197,1.362942526,1.129432268
0.95751437,1.10105077,1.027862197,1.286013354,1.121538086
1.068700512,1.142930495,1.088334461,1.277228107,0.974482563
1.112532133,1.123823331,1.074992079,1.326972258,1.060169385
1.108946159,1.164475821,1.138750589,1.35564009,1.112186645
1.108946159,1.051380331,1.263970867,1.410757664,1.251495467
1.032373309,1.174599183,1.359349974,1.47261139,1.125613833
1.0313755,1.165615436,1.375332436,1.470403197,1.196785573
1.080608003,1.25017124,1.279602556,1.392055601,1.212239896
0.873783237,1.257500898,1.160791883,1.587085569,1.239725963
0.737351131,1.318058301,1.16255093,1.63978277,1.281401413
0.708919942,1.085189545,1.16255093,1.551974117,1.210459434
0.786469098,1.085189545,1.300486549,1.555980445,1.220576578
0.871098853,0.954151174,1.324766031,1.575943714,1.206498372
0.700852702,0.972542894,1.259645559,1.609878109,1.408969037
0.781121455,0.893197603,1.261036173,1.496589469,1.325866617
0.743964171,0.893197603,1.269241004,1.436483154,1.44195052
0.908351832,1.145389412,1.352350531,1.53929426,1.476802953
0.810918927,1.273229052,1.501983448,1.655372814,1.563858763
0.810918927,1.419887463,1.517720939,1.597958425,1.648753224
0.887651611,1.471890392,1.707555933,1.647002201,1.663333001
0.768529155,1.335866448,1.520840269,1.681014214,1.77881587
0.699777833,1.351721371,1.502483397,1.713701224,1.660411076
0.60915938,1.357613079,1.391386993,1.713701224,1.764846674
0.501887662,1.321296353,1.428601513,1.703921973,1.813300095
0.501887662,1.318277182,1.516564665,1.716884904,2.021582211
0.501887662,1.342972974,1.623933217,1.556516519,1.930394667
0.728812617,1.342972974,1.681731018,1.556516519,1.9600306
0.728812617,1.294026432,1.728495113,1.488613912,1.852179006
0.728812617,1.405205714,1.847744806,1.453083619,1.84828777
0.728812617,1.331676072,1.79512649,1.370358877,1.837005261
0.728812617,1.370622575,1.810933161,1.266744961,1.779936595
0.567930667,1.371591494,1.767954418,1.364515306,1.743790424
0.587312854,1.472499775,1.544649831,1.226005433,1.71565365
0.632261698,1.401995218,1.64665797,1.198938077,1.651490545
0.681282023,1.290173155,1.678993271,1.244659861,1.588682482
0.83047414,1.290173155,1.668785731,1.30023585,1.633539464
0.83047414,1.330703642,1.687863551,1.352758224,1.738154132
0.864443685,1.306543088,1.642222036,1.436977357,1.770992515
0.735897331,1.306543088,1.613405382,1.286283983,1.770992515
0.684194139,1.47507733,1.537329589,1.227327865,1.882607074
0.656598396,1.549857185,1.570709613,1.224837698,1.759223039
0.693493202,1.421310046,1.36773222,1.147685832,1.7822934
0.803343561,1.399758294,1.310194805,1.169800942,1.739891216
0.832961353,1.301198523,1.329696872,1.25961676,1.7317084
0.905908256,1.235849995,1.377330892,1.311313673,1.837899413
0.957569206,1.306405508,1.409184432,1.369289456,1.610544466
0.865519593,1.238496845,1.45293457,1.395591696,1.633314989
0.647331926,1.29242222,1.457843612,1.437000841,1.564740698
0.56962447,1.180995544,1.463855386,1.380931632,1.53796304
0.699364325,1.157267872,1.463855386,1.380931632,1.46679929
0.699364325,1.241025284,1.42451936,1.506536306,1.422160114
0.643088156,1.151624361,1.433883541,1.389732309,1.303378592
0.643088156,1.108524786,1.460272435,1.278680385,1.463177551
0.618787229,1.109075453,1.283297377,1.181321644,1.377945833
0.618535687,1.279517383,1.360308792,1.27350797,1.298113035
0.641910273,1.104751371,1.319498546,1.144942395,1.24941493
0.754319418,1.104751371,1.490156681,1.094091275,1.18200662
0.739653229,1.113129768,1.438389915,1.274266872,1.28792579
0.816387611,1.103420097,1.43980578,1.365366619,1.373706542
0.953985302,1.105899013,1.484004807,1.433585492,1.397292567
0.948852625,1.066462261,1.59220661,1.532735125,1.340959086
0.772945204,1.236458108,1.709656285,1.615034117,1.396009621
0.772802764,1.304213683,1.709656285,1.622871847,1.283618101
0.711963368,1.241503342,1.540328959,1.494772365,1.08034807
0.747752573,1.241503342,1.556051922,1.296841073,1.08034807
0.837069101,1.257569208,1.401501905,1.347907771,1.182754653
0.837069101,1.303264829,1.244707123,1.195581088,1.182754653
0.820809235,1.198358863,1.145890697,1.057231027,1.319098239
0.854063711,1.175639086,1.146402225,1.282100652,1.456939416
0.772089583,1.175639086,1.245317653,1.29637752,1.398848176
0.870038232,1.241836612,1.328408993,1.189419703,1.530116215
0.870038232,1.373182097,1.207307223,1.100345091,1.456545466
0.866383294,1.383225793,1.161493601,1.094278191,1.45392807
0.90510581,1.491421958,1.226502548,1.094278191,1.359936537
0.90510581,1.444528753,1.226502548,1.133207152,1.477750609
0.874471941,1.510077202,1.205840716,1.27820095,1.345814886
0.839462151,1.585474152,1.099957316,1.249573024,1.448782688
0.907202389,1.474442159,1.108566839,1.283829109,1.450073836
0.715345497,1.34510335,1.230739723,1.283829109,1.3006284
0.715345497,1.247803836,1.145311289,1.072064122,1.176492771
0.715345497,1.277451703,1.225370827,1.059197203,1.176492771
0.667277406,1.302206119,1.295554331,0.97008948,1.22389531
0.693984142,1.390027961,1.252799428,0.882387954,1.323924141
0.805627445,1.459563765,1.20154434,1.106152114,1.316686243
0.887979207,1.407092798,1.208316359,1.106152114,1.233866498
0.868234996,1.345843243,1.302793529,1.247560554,1.334089159
0.941459791,1.428244429,1.42640824,1.091091189,1.367306491
0.91867635,1.561427723,1.478184363,1.136491888,1.514931747
1.012210536,1.536747834,1.385276505,1.204102732,1.48252802
1.012210536,1.425311543,1.394567314,1.351061109,1.422885782
0.989438944,1.578540301,1.394567314,1.351061109,1.310164483
1.022517836,1.52620587,1.361419636,1.351061109,1.290299667
0.952828482,1.688458634,1.344035433,1.284115964,1.301797308
0.689918974,1.764422114,1.348977081,1.325059782,1.194783822
0.63189254,1.889147037,1.481629248,1.149957265,1.102291655
0.63189254,1.855050553,1.516306948,1.335961647,1.101244463
0.609279657,1.922495551,1.508036184,1.287538526,1.020930423
0.609279657,1.922495551,1.476130719,1.222130361,1.160845283
0.609279657,2.005898343,1.476130719,1.225861714,1.186751995
0.618861947,1.980487812,1.462846402,1.22098928,1.117379934
0.618861947,1.948331356,1.620864698,1.167352412,1.165187084
0.769477345,1.948331356,1.467442846,1.046046904,1.149637447
0.783974592,2.02297933,1.484625876,1.112360578,1.114221384
0.819108265,1.975185501,1.524657243,1.27033837,1.298712606
0.931294034,2.046271285,1.606979212,1.111218593,1.307913302
0.931294034,2.034039037,1.452634554,1.169704968,1.315069191
0.931294034,2.086642435,1.560125805,1.32362841,1.298051845
0.931294034,1.97179909,1.493938871,1.222461769,1.345580015
1.041686449,1.97179909,1.564253065,1.372626205,1.310782318
1.167639989,1.876189658,1.59509053,1.340707272,1.241131093
1.28292464,2.074904438,1.650121581,1.254695001,1.348750638
1.353218784,2.014975868,1.561678278,1.215040951,1.374790259
1.233059243,1.902031634,1.572014337,1.301930587,1.374790259
1.182908122,1.902031634,1.491629328,1.102356587,1.303402711
1.182908122,2.105774964,1.372955379,1.102356587,1.228437749
1.108343876,2.139333949,1.392455753,1.145653921,1.335305714
1.108343876,2.139333949,1.437437621,1.154729472,1.424561996
1.093827038,2.131298146,1.292379352,1.07190194,1.24784867
0.979536563,2.183139395,1.214496722,1.000349602,1.181115094
0.979536563,2.231201949,1.246615968,1.103538691,1.263820891
1.130729722,2.190181623,1.23663039,1.166271338,1.39594834
0.923420339,2.163505373,1.280099841,1.144504102,1.314114109
0.941380273,2.163505373,1.334233742,1.169342609,1.242910909
0.918077014,2.163505373,1.456883171,1.144341345,1.203401858
1.144909003,2.05894589,1.408949454,1.307461966,1.354685309
1.144909003,2.066390428,1.356191764,1.295357171,1.490668593
1.058457104,2.063596615,1.334472695,1.266646146,1.428403083
1.061120161,2.051314223,1.228211293,1.163758677,1.254741355
0.965466387,2.142073314,1.300476915,1.109572659,1.19057441
1.008176729,1.977735773,1.377094666,1.109572659,1.538704518
0.966085507,1.88861287,1.294696522,1.206056139,1.421422368
0.920257773,1.784932021,1.33531172,1.264222485,1.413412443
1.084585122,1.773218502,1.374319186,1.222061142,1.344217892
1.084585122,1.766084074,1.438649538,1.27171061,1.268837835
1.140852216,1.766084074,1.351735396,1.308374452,1.210316173
1.17758211,1.563004588,1.351735396,1.372783079,1.305113442
1.289531602,1.515636177,1.370431398,1.416188848,1.397380732
1.289531602,1.559972051,1.330431106,1.585157228,1.43142983
1.289531602,1.50542782,1.156541898,1.434064622,1.436069438
1.384400199,1.534505302,1.205533519,1.465067531,1.414308223
1.428493683,1.534505302,1.107540639,1.428216938,1.378102388
1.140233466,1.604208843,1.08396924,1.227919454,1.265650901
1.206310279,1.442761066,1.203236459,1.149194304,1.265650901
1.059401235,1.547704661,1.292733051,1.206254112,1.178406653
1.010401981,1.578531973,1.285121454,1.237909131,1.24871173
1.010401981,1.616535242,1.281373744,1.291111462,1.339029663
0.939043134,1.664961907,1.30485827,1.42348004,1.339029663
0.939043134,1.65689024,1.411162315,1.470138602,1.270589792
0.78150102,1.65689024,1.379854055,1.49020098,1.11164
0.980556543,1.646365331,1.323703487,1.335715117,1.212704238
0.980556543,1.82462167,1.349864066,1.29218652,1.265338788
1.033654297,1.773998931,1.465020992,1.295726522,1.312222027
0.827615694,1.773998931,1.525027141,1.342503014,1.551481662
0.827615694,1.729799249,1.633927709,1.342503014,1.556097224
0.851402153,1.620459653,1.388180792,1.275645838,1.469855411
0.784277789,1.450896819,1.221191071,1.234706238,1.480327599
0.875170121,1.364983899,1.312606545,1.246586615,1.505040339
0.87544576,1.53585148,1.376811781,1.20591922,1.362134636
0.943186023,1.388057246,1.49604509,1.186915776,1.508144821
0.943186023,1.443199558,1.506317649,1.162805769,1.686329236
0.922134524,1.491562801,1.613859419,1.094277835,1.731709846
0.922134524,1.429628659,1.550807211,1.076857478,1.596443023
0.884531154,1.457770541,1.535066678,1.093513819,1.40714736
0.897652911,1.418609917,1.664809029,1.091798931,1.303249079
0.852212538,1.440402672,1.71016018,1.153778694,1.303249079
0.72216941,1.359543162,1.687915138,1.134306017,1.211914124
0.669183417,1.332399263,1.706801864,1.120795776,1.128720719
0.653419975,1.181833412,1.765883158,1.122742737,1.191783007
0.737009917,1.290381236,1.797619878,1.184927044,1.191783007
0.747236754,1.347860188,1.624770176,1.184927044,1.175981736
0.882259919,1.320191325,1.624770176,1.242590145,1.106939404
0.821584559,1.333272735,1.728320476,1.370965554,1.160667441
0.748919999,1.411974128,1.7198083,1.513408914,1.278402243
0.597806944,1.489594554,1.686534722,1.457448623,1.249132503
0.612596725,1.489094468,1.637802475,1.403253263,1.298134037
0.624184461,1.404219304,1.449704945,1.51242366,1.351301907
0.567480639,1.384650244,1.576051512,1.487655711,1.433745155
0.647009557,1.428221719,1.522318703,1.470662436,1.34578933
0.739522268,1.42714469,1.4274857,1.456950385,1.265984657
0.797175358,1.282542962,1.583587583,1.417719154,1.277981092
0.797175358,1.292475441,1.583587583,1.417719154,1.263086294
0.797175358,1.292475441,1.695315033,1.514852404,1.292142217
0.783076511,1.315204904,1.662871635,1.514852404,1.151458243
0.819552458,1.189984785,1.730434335,1.499141915,1.060865464
0.843891686,1.259984192,1.713769263,1.529864585,1.104952549
0.745453288,1.396726354,1.703007328,1.553088285,1.10964966
0.745453288,1.524596912,1.535408554,1.594448484,1.091061592
0.760563418,1.546700402,1.514960224,1.601265756,1.114126684
0.776724437,1.584064984,1.419897386,1.601265756,1.088565098
0.811900219,1.604679873,1.30686208,1.510074476,1.088565098
0.789515622,1.600466181,1.234057252,1.691741938,1.2054083
0.898269379,1.512417456,1.234057252,1.474149858,1.165429992
0.898269379,1.429336175,1.118996552,1.565595043,1.170099126
0.878540847,1.468756154,1.070998325,1.627765691,1.155303655
0.875509111,1.444270131,1.128807519,1.44962424,1.060591526
0.981134912,1.250569877,0.895243375,1.662761992,1.060591526
0.957400031,1.269267496,0.895243375,1.469353909,1.074384818
1.004938157,1.31566814,0.895243375,1.426127314,1.02830969
0.861110245,1.455648737,0.940496967,1.641850171,1.023888479
0.804253385,1.412199786,0.972182036,1.775232035,1.246614162
0.706450825,1.464456833,0.972182036,1.775232035,1.112157796
0.706450825,1.576264057,0.972182036,1.758571098,1.186550159
0.706450825,1.472222386,1.016971308,1.556793648,1.109528327
0.813214772,1.493592491,1.016971308,1.467784516,1.109528327
0.718516837,1.493592491,1.115876816,1.542402708,1.361143945
0.62502079,1.581192584,1.226883931,1.542402708,1.255277903
0.669615205,1.680086616,1.202630525,1.455087933,1.236628334
0.702211625,1.696483975,1.165474146,1.386825608,1.184067224
0.702211625,1.848841543,1.199923436,1.531710219,1.310963212
0.784685118,1.741475681,1.044718761,1.514721968,1.512899294
0.784685118,1.860236264,1.097708339,1.479701223,1.424898608
0.887738477,1.869041129,1.189697862,1.608660462,1.293711677
0.775498662,2.009308739,1.087457391,1.645533939,1.407839369
0.775498662,1.950745846,1.087483163,1.691573061,1.293322118
0.742525545,1.827857334,0.923804178,1.712817068,1.290065864
0.789953227,1.794627731,0.922942572,1.714863745,1.256935024
0.789953227,1.667067043,1.133508525,1.658016607,1.256935024
1.009344352,1.608036069,1.129381508,1.514612022,1.285570616
0.89050793,1.608036069,1.247716172,1.449607598,1.291068143
0.809516058,1.55934237,1.247716172,1.419195688,1.218898682
0.809516058,1.8713059,1.09899944,1.419195688,1.257553048
0.801302341,1.8713059,1.058678471,1.540194818,1.384546343
0.722038057,1.911872429,1.064178997,1.686785885,1.492037336
0.829085372,1.872850183,1.085201646,1.686785885,1.631454998
0.892130459,1.733560681,1.115172883,1.687624508,1.644316
0.836899327,1.566236117,1.201050915,1.574537229,1.569787514
0.919183982,1.472196627,1.196837035,1.610342882,1.39603281
0.982301008,1.347275879,1.317014912,1.610342882,1.411749865
0.788753054,1.128096899,1.394117428,1.663145281,1.266784053
0.704716939,1.176871764,1.394117428,1.660769202,1.433553178
0.569270904,1.340119546,1.620522272,1.634520233,1.433553178
0.575625322,1.25055227,1.746372839,1.673190087,1.367477611
0.525997796,1.315620652,1.753124542,1.683800282,1.465798275
0.525997796,1.228041069,1.821732405,1.593770253,1.294885818
0.633113047,1.189905293,1.648936197,1.593770253,1.303746745
0.562305245,1.220045144,1.652858569,1.593770253,1.301860089
0.562305245,1.233080035,1.61310098,1.375587481,1.205128772
0.683524751,1.340398705,1.610223312,1.361414418,1.143886245
0.683524751,1.311301277,1.666360811,1.402986811,1.185935548
0.719724619,1.311301277,1.76224353,1.5419329,1.22331989
0.703684651,1.322349481,1.656187613,1.547917862,1.295221689
0.809387035,1.328506151,1.65379941,1.751658893,1.164175554
0.798948912,1.435989916,1.699823487,1.683441143,1.231221175
0.662298302,1.477211476,1.739980812,1.683441143,1.38213482
0.583238865,1.477211476,1.857081951,1.558499562,1.412047762
0.623892114,1.384106082,1.805083878,1.461568771,1.304327209
0.735644359,1.536400699,1.877300372,1.462955005,1.234269094
0.844787848,1.517386151,1.715728552,1.462955005,1.17447931
0.762055085,1.684475896,1.715728552,1.505336667,1.244189684
0.738124274,1.804795854,1.706074767,1.522282668,1.244189684
0.863174453,1.804992762,1.589718467,1.469423766,1.246889371
0.92914888,1.855733049,1.507112791,1.469423766,1.33520438
1.028817827,1.993099999,1.507112791,1.359865392,1.428865167
1.032070995,2.064585226,1.483596037,1.528634873,1.52966148
1.042449011,2.043204503,1.453686079,1.549910883,1.777293184
0.992715132,1.801658788,1.370461824,1.61649943,1.767321099
0.935475861,1.784799936,1.404954689,1.515603932,1.767321099
0.953693356,1.855225433,1.600596992,1.538836847,1.767321099
0.899589071,1.829322983,1.575069504,1.581696102,1.771869009
0.889416194,1.829322983,1.446666199,1.785460604,1.771869009
0.842722126,1.924663163,1.473534583,1.660273575,1.637852535
0.842722126,1.884638585,1.376872382,1.656173447,1.747657858
0.797723572,1.871269547,1.500057289,1.656173447,1.747657858
0.818509961,1.927388697,1.434247329,1.727719432,1.579869182
0.891257162,1.876141487,1.528010027,1.550848828,1.262576836
0.894551929,1.803326396,1.528010027,1.516382642,1.296791933
0.826655421,1.668189697,1.532119334,1.524691625,1.318973869
0.865376385,1.719307906,1.532119334,1.579814595,1.263014808
0.850120201,1.691335693,1.366861353,1.539195872,1.068520648
0.735422817,1.636375038,1.459655499,1.597987976,1.169131099
0.790252997,1.639020498,1.470515903,1.597987976,1.261867182
0.712925813,1.546090736,1.320531855,1.631811757,1.218455138
0.708037806,1.521420491,1.297410093,1.446527815,1.330074698
0.56492842,1.452937682,1.316017926,1.529213246,1.281053387
0.502880533,1.378893888,1.26690021,1.529213246,1.177784935
0.502880533,1.364090378,1.431185603,1.541729146,1.001988308
0.574235003,1.444093171,1.427196833,1.527396036,1.016195886
0.564714481,1.503328154,1.220447082,1.588357157,0.872676145
0.557691671,1.47135143,1.38466152,1.567836557,1.06429749
0.557691671,1.442246273,1.355765098,1.494269231,1.163212515
0.557691671,1.419169428,1.330319044,1.494269231,1.025876714
0.639489254,1.381555011,1.160817072,1.494269231,1.096682252
0.695633001,1.48197987,1.104394096,1.475104407,1.226595251
0.836236249,1.474061361,1.305023734,1.493383121,1.16567024
0.807773015,1.599068762,1.305023734,1.389660013,1.295570924
0.833653412,1.599068762,1.202220601,1.433526715,1.327134387
0.701423523,1.562299584,1.476402832,1.433526715,1.392218224
0.768515995,1.550239122,1.569567171,1.484314825,1.336251498
0.764985902,1.565857895,1.536278341,1.557151647,1.25739134
0.764985902,1.467371434,1.403355079,1.257292347,1.354051942
0.666242046,1.449235676,1.294664258,1.136230585,1.249145162
0.765161515,1.391856452,1.369294477,1.15773079,1.204526445
0.867614573,1.30831498,1.395358247,1.223694331,1.331441888
0.815460845,1.242798568,1.395358247,1.223694331,1.370189271
0.905343666,1.166091364,1.254833842,1.235168062,1.370903327
0.905343666,0.99584268,1.265772149,1.326664969,1.25234139
0.905343666,0.825777694,1.400955311,1.166251176,1.115518553
1.023364418,0.825777694,1.49511025,1.389832968,1.104758763
1.021853732,1.071914358,1.581799358,1.390322441,1.140099385
1.141015017,1.071914358,1.588718164,1.296588312,1.056897251
1.062230818,1.085259409,1.505819955,1.211207199,0.979450453
1.049823227,1.145397709,1.522820001,1.05564634,1.00971766
1.049823227,1.144434783,1.388584055,1.001222267,1.142488101
1.005736099,1.070665148,1.388960196,0.954577383,1.142488101
0.932928199,1.212857753,1.395140853,1.058603321,1.172940456
0.947301516,1.21472921,1.327210455,1.117232692,1.380437642
0.834516015,1.14712312,1.420839105,1.135156431,1.320627048
0.800450148,1.402249918,1.514652601,1.184923925,1.213898783
0.912646109,1.311561952,1.714159065,1.184923925,1.335666214
0.785481818,1.304064646,1.864149536,1.076947101,1.492512904
0.856955908,1.216268331,1.813487269,1.056144593,1.399438794
0.799718625,1.192259328,1.812778838,1.056144593,1.406837152
0.936157079,1.154938407,1.81759073,1.087773507,1.420483728
0.936157079,1.247537117,1.948973809,1.199887912,1.417234438
1.006850056,1.291040651,1.887654811,1.372109378,1.384065696
1.006850056,1.227209791,1.772506225,1.499906578,1.368738635
1.006850056,1.188924291,1.836911858,1.438591835,1.293829051
0.876215872,1.350570895,1.907023377,1.402003277,1.248846998
0.951583741,1.168531067,1.706532012,1.402003277,1.161410064
0.824734144,1.348212234,1.563210481,1.424286828,1.207987189
0.747185041,1.435610499,1.563210481,1.341548781,1.159079901
0.705497742,1.295557414,1.431367852,1.151948644,1.224969035
0.882065611,1.28093328,1.500745731,1.166506922,1.299454096
0.892648978,1.216356099,1.38858066,1.174350906,1.399373244
0.867421104,1.180011668,1.265424945,1.071266058,1.411604057
0.867421104,1.180011668,1.352396455,1.075109901,1.399897011
